,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,2,20,21,21,22.0,29.0,24.0,19.0,25.0,23.0,23.0,31.0,23.0,25.0,19.0,20.0,25.0,26.0,23.0,31.0,32.0,32.0,20.0,26.0,27.0,22.0,30.0,22.0,21.0,29.0,21.0
1,3,13,22,14,18.0,14.0,17.0,17.0,16.0,10.0,14.0,18.0,14.0,16.0,9.0,16.0,11.0,26.0,10.0,18.0,19.0,19.0,13.0,26.0,18.0,18.0,24.0,18.0,22.0,14.0,18.0
2,4,10,10,8,11.0,9.0,7.0,14.0,15.0,11.0,10.0,16.0,10.0,15.0,9.0,13.0,12.0,15.0,11.0,16.0,15.0,15.0,10.0,15.0,13.0,11.0,12.0,15.0,10.0,9.0,11.0
3,5,7,9,7,12.0,8.0,4.0,7.0,10.0,10.0,10.0,9.0,10.0,10.0,6.0,7.0,7.0,8.0,10.0,9.0,11.0,11.0,7.0,8.0,10.0,12.0,13.0,13.0,9.0,8.0,5.0
4,6,6,10,9,7.0,7.0,5.0,6.0,12.0,8.0,6.0,6.0,6.0,12.0,3.0,7.0,6.0,7.0,8.0,6.0,13.0,13.0,6.0,7.0,9.0,7.0,12.0,7.0,10.0,7.0,6.0
5,7,4,9,10,7.0,7.0,2.0,5.0,12.0,6.0,7.0,8.0,7.0,12.0,5.0,5.0,6.0,4.0,6.0,8.0,11.0,11.0,4.0,4.0,14.0,7.0,11.0,6.0,9.0,7.0,10.0
6,8,3,7,8,2.0,5.0,4.0,8.0,10.0,8.0,4.0,9.0,4.0,10.0,3.0,7.0,9.0,6.0,8.0,9.0,3.0,3.0,3.0,6.0,13.0,2.0,8.0,7.0,7.0,5.0,5.0
7,9,3,6,3,3.0,4.0,4.0,5.0,6.0,9.0,3.0,7.0,3.0,6.0,4.0,8.0,3.0,7.0,9.0,7.0,7.0,7.0,3.0,7.0,3.0,3.0,8.0,12.0,6.0,4.0,4.0
8,10,1,5,4,4.0,4.0,3.0,6.0,3.0,14.0,4.0,4.0,4.0,3.0,2.0,8.0,4.0,3.0,14.0,4.0,6.0,6.0,1.0,3.0,5.0,4.0,8.0,7.0,5.0,4.0,5.0
9,11,3,3,7,1.0,3.0,7.0,5.0,5.0,11.0,10.0,4.0,10.0,5.0,3.0,6.0,4.0,2.0,11.0,4.0,7.0,7.0,3.0,2.0,5.0,1.0,5.0,3.0,3.0,3.0,2.0
10,12,9,4,1,2.0,1.0,6.0,3.0,9.0,8.0,8.0,5.0,8.0,9.0,1.0,4.0,8.0,2.0,8.0,5.0,3.0,3.0,9.0,2.0,7.0,2.0,3.0,3.0,4.0,1.0,1.0
11,13,8,4,2,2.0,2.0,4.0,5.0,7.0,7.0,2.0,7.0,5.0,1.0,4.0,5.0,2.0,7.0,2.0,4.0,4.0,8.0,2.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
12,14,7,1,3,3.0,2.0,7.0,5.0,8.0,8.0,6.0,3.0,6.0,8.0,2.0,3.0,6.0,2.0,8.0,3.0,4.0,4.0,7.0,2.0,8.0,3.0,3.0,2.0,1.0,2.0,1.0
13,15,7,4,4,1.0,6.0,5.0,6.0,4.0,3.0,9.0,4.0,9.0,4.0,1.0,2.0,5.0,1.0,3.0,4.0,4.0,4.0,7.0,1.0,5.0,1.0,4.0,5.0,4.0,6.0,2.0
14,16,4,2,3,4.0,4.0,5.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0
15,17,4,4,5,5.0,2.0,3.0,8.0,5.0,6.0,5.0,2.0,5.0,5.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,4.0,1.0,5.0,6.0,2.0,4.0,2.0,6.0,0.0
16,18,6,4,1,7.0,7.0,3.0,4.0,4.0,1.0,4.0,6.0,4.0,4.0,1.0,8.0,1.0,3.0,1.0,6.0,6.0,3.0,3.0,7.0,4.0,4.0,4.0,7.0,4.0,0.0,0.0
17,19,5,1,4,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,1.0,4.0,2.0,2.0,5.0,1.0,2.0,4.0,6.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
18,20,4,2,6,2.0,3.0,4.0,1.0,1.0,1.0,3.0,7.0,3.0,1.0,2.0,6.0,4.0,1.0,1.0,7.0,4.0,4.0,4.0,1.0,1.0,2.0,5.0,5.0,2.0,3.0,5.0
19,21,3,5,3,3.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,7.0,5.0,1.0,2.0,0.0
20,22,5,9,4,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,1.0,3.0,4.0,3.0,9.0,3.0,7.0,0.0,0.0
21,23,6,8,2,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,2.0,2.0,3.0,3.0,6.0,1.0,1.0,4.0,6.0,10.0,8.0,2.0,5.0,0.0,0.0
22,24,4,4,1,6.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,6.0,4.0,8.0,4.0,2.0,6.0,0.0,0.0
23,25,1,5,3,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,6.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,1.0,5.0
24,26,5,3,1,3.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0
25,27,7,4,1,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,7.0,3.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
26,28,6,3,4,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,0.0,0.0
27,29,4,1,1,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0
28,30,4,2,1,2.0,1.0,1.0,3.0,2.0,2.0,6.0,5.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,31,6,1,1,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,6.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
30,32,3,2,4,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
31,33,2,3,2,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,34,2,1,3,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
33,35,4,4,2,3.0,2.0,1.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,36,1,4,1,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,37,2,2,1,2.0,5.0,1.0,6.0,2.0,4.0,5.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
36,44,1,1,2,1.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,45,2,4,2,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,46,3,3,1,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
39,47,1,1,1,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,48,1,1,1,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
41,49,2,1,1,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,50,1,3,5,3.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,51,1,1,1,4.0,5.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,52,2,1,1,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,53,3,2,2,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,2.0,1.0,1.0,3.0,7.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,54,4,1,3,3.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,4.0,5.0,3.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,55,3,1,1,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
48,57,3,3,2,8.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,8.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,58,1,1,2,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,59,2,1,1,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,60,2,2,4,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,61,2,1,2,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
53,62,2,1,1,1.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,63,5,2,1,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,65,2,2,2,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,66,1,1,3,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,67,1,3,1,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,68,1,3,2,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,69,2,1,2,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,74,1,1,2,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,80,1,2,1,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,90,1,2,1,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,93,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,94,1,1,1,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,38,2,2,1,6.0,2.0,6.0,2.0,8.0,4.0,1.0,3.0,2.0,3.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,41,1,1,2,1.0,4.0,2.0,3.0,6.0,1.0,1.0,6.0,2.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,42,2,1,3,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,1.0,1.0,7.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,43,2,2,1,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,56,2,1,3,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,64,1,1,2,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,70,1,2,3,2.0,1.0,2.0,1.0,2.0,2.0,1.0,8.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,1,2,1,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,73,1,3,1,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,75,1,1,1,3.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,76,1,1,2,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,77,1,2,1,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,78,1,4,1,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,79,1,5,1,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,82,1,2,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,85,1,2,1,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,86,2,1,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,87,1,2,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,89,1,2,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,91,1,3,1,1.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,92,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,39,3,1,7,1.0,1.0,2.0,2.0,2.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,40,1,2,2,1.0,2.0,1.0,3.0,1.0,2.0,10.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,71,1,2,3,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,81,1,2,1,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,83,2,3,1,1.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,84,1,1,2,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,88,2,1,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,98,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,99,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,95,1,1,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,96,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,97,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
